,ID,Title,Japanese,English,Synopsis,Type,Episodes,Status,Start_Aired,End_Aired,Producers,Licensors,Studios,Source,Genres,Themes,Demographics,Duration_Minutes,Rating,Score,Scored_Users,Ranked,Popularity,Members,Favorites,year
863,44074,Shiguang Dailiren,时光代理人,Link Click,"It is said that a picture is worth a thousand words. In this case, it holds an infinite amount of secrets. These are secrets that only Cheng Xiaoshi and Lu Guang are able to find. In a small shop called ""Time Photo Studio,"" the two friends provide a special service: using their extraordinary powers that let them enter photographs, they jump into pictures brought to them by clients in order to grant their wishes. Through the eyes of the photographer, they live through the events surrounding the picture and try to decipher how to solve their client's request.

But every time they jump into a picture, they take a great risk. One wrong move and they could alter the future of the person who took the picture... and possibly countless other events too. So when the events they are forced to live through in these pictures start to become personal, it will take the utmost strength to push their feelings aside and focus on accomplishing the task they were paid to do.

[Written by MAL Rewrite]",ONA,11.0,Finished Airing,"Apr 30, 2021","Jul 9, 2021","bilibili, BeDream",Funimation,Studio LAN,Original,"Drama, Supernatural",Time Travel,Unknown,23.0,PG-13 - Teens 13 or older,8.781,80055.0,352.0,864,236116,7746,2021.0
7725,41221,Liang Bu Yi,两不疑,No Doubt In Us,"His Majesty comes close so handsome that flushed queen pushes him reflexively and falls with him together into the pool. Then they swap their bodies. The way to swap back is unknown. The most important thing is that the emperor is quite angry now!! Before every comes to normal, emperor has to deal with his mean imperial concubines that he never knows and the queen has to mediate between those ministeries...

(Source: Webnovel)",ONA,24.0,Finished Airing,"Apr 30, 2021","Nov 10, 2021",bilibili,Unknown,Paper Plane Animation Studio,Manga,"Comedy, Romance",Historical,Unknown,14.0,PG-13 - Teens 13 or older,7.471,1123.0,17872.0,7731,4741,35,2021.0
20172,52421,Roly Poly Peoples,ROLY POLY PEOPLES,Roly Poly Peoples,"Short animation about pill bugs.

Episodes 1-3 were streamed in advance on Mixalive TOKYO's YouTube channel on April 30, 2022. Official release was in Summer 2022.",ONA,,Currently Airing,"Apr 30, 2022",Unknown,"TV Tokyo, Kodansha, Movic, Hakuhodo DY Media Partners, Hakuhodo, Stay Luck",Unknown,Lesprit,Original,Comedy,Anthropomorphic,Unknown,2.0,G - All Ages,,,145812.0,20200,48,0,2022.0
11028,37186,Mang Huang Ji,莽荒纪,The Legend of Jade Sword,"Fate had never been kind to Ji Ning. Wracked by illnesses and infirm his entire life on Earth, Ning knew early on that he would die as a teenager. What he didn’t know was that there really was such a thing as life after death, and that the universe was a far larger place than he thought. A lucky twist of fate (one of the few in Ning’s life) meant that Ning was reborn into a world of Immortals and monsters, of Ki Refiners and powerful Fiendgods, a world where Dynasties lasted for millions of years. A world which is both greater and yet also smaller than he ever could imagine. He would have the opportunity to join them, and in this life, Ning swore to himself, he would never let himself be weak again! The Era he was born into was a Desolate one, but Ning would make it his era.

(Source: Novel Update)",ONA,19.0,Finished Airing,"Apr 4, 2015","Aug 8, 2015",Unknown,Unknown,Unknown,Novel,"Action, Adventure, Fantasy","Historical, Martial Arts",Unknown,12.0,PG-13 - Teens 13 or older,5.741,392.0,102002.0,11039,1400,2,2015.0
16752,34423,Spring has come!,Spring has come!,Spring has come!,"Spring fairy came along with the cherry blossoms.

(Source: Official You Tube channel)",ONA,1.0,Finished Airing,"Apr 4, 2016",Not Available,Unknown,Unknown,Decovocal,Original,Unknown,Music,Unknown,44.0,G - All Ages,,,152702.0,16777,244,1,2016.0
16717,36099,The Gift,THE GIFT,The Gift,"All shots are created with game engine Unity. In the short, a little girl wants to give a gift to her parents. She's then sucked into a fantasy-like world (via her imagination) where her stuffed animal helps her on her journey.",ONA,1.0,Finished Airing,"Apr 4, 2016",Not Available,Unknown,Unknown,Marza Animation Planet,Original,Fantasy,Unknown,Kids,5.0,G - All Ages,5.681,107.0,104762.0,16742,246,0,2016.0
7342,35347,Kemono Friends: Bus-teki,けものフレンズ 12.1話「ばすてき」,Unknown,"Special episode 12.1 of Kemono Friends, streamed online.",ONA,1.0,Finished Airing,"Apr 4, 2017",Not Available,Unknown,Unknown,Yaoyorozu,Game,"Comedy, Fantasy",Iyashikei,Unknown,2.0,PG - Children,6.561,2014.0,60552.0,7348,5332,3,2017.0
7715,35346,Cinderella Girls Gekijou: Kayou Cinderella Theater,シンデレラガールズ劇場 火曜シンデレラシアター,THE IDOLM@STER CINDERELLA GIRLS Theater (Web) 2nd Season,Bonus segments of Cinderella Girls Gekijou streamed on The iDOLM@STER Cinderella Girls Mobage following the television broadcast.,ONA,13.0,Finished Airing,"Apr 4, 2017","Jun 27, 2017","Frontier Works, Half H.P Studio, Nippon Columbia, Bandai Namco Entertainment, Anime Consortium Japan",Crunchyroll,"Gathering, Lesprit",4-koma manga,"Comedy, Slice of Life",Unknown,Unknown,1.0,PG-13 - Teens 13 or older,6.441,2099.0,67172.0,7721,4749,4,2017.0
16593,37678,Aware! Meisaku-kun: Short Douga,あはれ！名作くん ショート動画,Unknown,"Web-exclusive shorts of Aware! Meisaku-kun where the characters wonder what the next grade will be like. 

The first episode, they wonder what 7th grade will be like. At the end of the 2nd season (aka episode 78) in the main anime, the students graduated the 6th grade. The short breaks the 4th wall as the characters also request the viewer to continue watching the show with the 3rd season starting on April 6th, 2018.

The second episode follows a similar structure. The kids just graduated 8th grade at the end of season 4 (ep 156) and reminsce about their favorite events that occurred. They hope the viewers will continue watching their soon to be final year of middle school starting on April 3rd, 2020.",ONA,,Currently Airing,"Apr 4, 2018",Unknown,Unknown,Unknown,Pie in the sky,Original,Comedy,Parody,Unknown,45.0,G - All Ages,,,169502.0,16618,254,0,2018.0
8480,37293,Wo Jia Da Shixiong Naozi You Keng,我家大师兄脑子有坑,Unknown,"The hilarious adventures of the eldest apprentice of a sect who has a problem with his brain.

Dongfang Xianyun is reincarnated as the eldest disciple of the Care-free sect. But the only thing that goes through his mind is to make sure he doesn't end up dying by the hands of the ""main character"". Read as he makes no sense to his sibling disciples while avoiding flags left and right.

(Source: MoroseTrans)",ONA,26.0,Finished Airing,"Apr 4, 2018","Jun 23, 2018","bilibili, Magilm Pictures",Unknown,Unknown,Manga,"Action, Adventure, Comedy","Historical, Martial Arts",Unknown,5.0,PG-13 - Teens 13 or older,6.591,789.0,58652.0,8488,3608,11,2018.0
7994,48481,Daomu Biji Zhi Qinling Shen Shu,盗墓笔记秦岭神树,The Buried Tree Devil,"After experiencing two adventurous events, Wu Xie returned to Hangzhou from Nansha. During his training, he suddenly received an itchy call that he hadn't met for a long time. Lao Yi and Wu Xie told about their adventures in the hinterland of the Qinling Mountains three years ago, and invited Wu Xie to go on an adventure together and explore the ancient ruins. Wu Xie and Lao You set off for an expedition in the Qinling Mountains. Here, they saw the huge Zheluo salmon, the magnificent underground river waterfall, the incredible ancient sacred tree... And Zhang Qiling, who has always been out there, also secretly helped Wu Xie.",ONA,12.0,Finished Airing,"Apr 4, 2021","Jun 13, 2021","Tencent Animation & Comics, Qiyuan Yinghua",Unknown,Unknown,Novel,"Adventure, Mystery, Supernatural",Unknown,Unknown,22.0,PG-13 - Teens 13 or older,6.631,412.0,56712.0,8001,4331,35,2021.0
13100,51554,Mobile Suit Gundam 00: Revealed Chronicle,機動戦士ガンダム00 Revealed Chronicle,Mobile Suit Gundam 00 Revealed Chronicle,"Revealed Chronicle will feature previously unrevealed anecdotes about how design data from the product development phase was used in the animated series. Mizushima teased that the project, which is not a full anime, will feature stories that fill in gaps in-between the original anime's first and second seasons. The project will also unveil the secrets of the Double Drive, the missing link to the GN Drive. There will be new mobile suits for Setsuna, Lockon, and other characters. 

(Source: ANN)",ONA,,Currently Airing,"Apr 4, 2022",Unknown,"Sunrise, Sotsu",Unknown,Unknown,Original,"Action, Sci-Fi","Mecha, Military",Unknown,6.0,PG-13 - Teens 13 or older,,,135372.0,13114,668,3,2022.0
13517,7511,Worku,WORKU (ウォルク),Unknown,"A dark stop motion anime about a lone traveler in a desert who finds a solitary box. When he opens it, he finds a rundown and rather spooky city made up of large tower block apartments. Suddenly, a mysterious ghostly stick entity appears and seems to follow our hero. What is the purpose of this strange figure?",ONA,2.0,Finished Airing,"Apr 5, 2005","Mar 14, 2017",The Village of Marchen,Unknown,Unknown,Unknown,Fantasy,Psychological,Unknown,11.0,G - All Ages,5.381,181.0,115232.0,13534,576,0,2005.0
9978,6318,Kigurumikku V3,きグルみっく☆V3,Unknown,"The high spirited girls Azuki Edomae, Mutsumi Mutsuki and Serika Shihodo, put on their ""KIGURUMI""costumes instantly transforming them into the super heros Kigurumikku-Swan, Kigurumikku-Falcon and Kigurumikku-Swallow. Follow these super-girls as they defend Minamachi City and bring peace to the town.",ONA,3.0,Finished Airing,"Apr 5, 2009","Jul 16, 2009",AIC,Unknown,AIC ASTA,Unknown,"Comedy, Ecchi","Mecha, Parody",Unknown,12.0,PG-13 - Teens 13 or older,5.161,884.0,120892.0,9990,2080,0,2009.0
17540,39077,Bansoukousaten,絆創交差点,Unknown,Unknown,ONA,1.0,Finished Airing,"Apr 5, 2014",Not Available,Unknown,Unknown,Unknown,Original,"Drama, Slice of Life",School,Unknown,6.0,G - All Ages,,,170102.0,17565,199,1,2014.0
13698,33937,"Kirai, Demo, Suki",嫌い、でも、好き,Unknown,"A commercial to promote HAL Tokyo College of Technology & Design. Composer Teddyloid, rapper DAOKO, director Hibiki Yoshizaki, and character designer PALOW created the commercial. 

The character is named ""Throne.No.11 HAL mia,"" a girl who wants to change her fate. 

(Source: ANN)",ONA,1.0,Finished Airing,"Apr 5, 2016",Not Available,Trick Block,Unknown,Unknown,Original,Sci-Fi,Music,Unknown,15.0,G - All Ages,5.091,239.0,122382.0,13716,542,0,2016.0
16011,37753,Wonder Gravity: Pino To Juuryoku Tsukai,ワンダーグラビティ ～ピノと重力使い～,Wonder Gravity Pino and the Gravity Users,"Sega has released the opening movie for Wonder Gravity: Pino To Juuryoku Tsukai on its official YouTube channel for its upcoming smartphone adventure RPG from developer f4samurai. The game is scheduled to be released sometime later this year.

The opening movie features the theme song ""Splash!!!"" by Japanese rock band Mrs. Green Apple, which was made specifically for the game and is featured on their third album, ""Ensemble.""

(Source: Gematsu)",ONA,1.0,Finished Airing,"Apr 5, 2018",Not Available,Unknown,Unknown,Unknown,Game,Fantasy,Strategy Game,Unknown,1.0,G - All Ages,,,159952.0,16035,297,0,2018.0
19858,47814,Ashuai,阿衰,Unknown,Unknown,ONA,34.0,Finished Airing,"Apr 5, 2019",Not Available,Unknown,Unknown,Unknown,Manga,"Comedy, Slice of Life",School,Kids,3.0,G - All Ages,,,168972.0,19885,54,0,2019.0
4170,41660,Yesterday wo Utatte: Haishin-ban Episode,イエスタデイをうたって 配信版エピソード,Unknown,"While Shinako Morinome spends the quietest hours of each night reminiscing about her late friend, Rikuo Uozumi's monotonous days gain a little bit of color due to Haru Nonaka's bright presence. Although he pretends to be indifferent, Rikuo is thankful for how Haru changes his life.

[Written by MAL Rewrite]
",ONA,6.0,Finished Airing,"Apr 5, 2020","Jun 21, 2020",Unknown,Unknown,Doga Kobo,Manga,"Drama, Romance, Slice of Life",Unknown,teenager,2.0,PG-13 - Teens 13 or older,6.631,9163.0,56612.0,4174,21360,16,2020.0
8916,40208,Wo Kai Dongwuyuan Naxie Nian,我开动物园那些年,Those Years I Opened a Zoo,"Duan Jiaze inherited a private zoo and was forced to sign a contract after his graduation. And from that day onwards the first ever age classified Luya zoo appeared, those aged under 21 are prohibited to enter.

(Source: Twitter User Xiyoumiyu)",ONA,13.0,Finished Airing,"Apr 5, 2020","Jun 21, 2020",bilibili,Unknown,Haoliners Animation League,Novel,"Comedy, Slice of Life",Unknown,Unknown,13.0,PG-13 - Teens 13 or older,6.561,650.0,60292.0,8925,3054,9,2020.0
13518,51036,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... Voice Drama,乙女ゲームの破滅フラグしかない悪役令嬢に転生してしまった… ボイスドラマ,Unknown,Recap voice dramas of main characters posted online and later included in Blu-ray volume 2 of main series.,ONA,7.0,Finished Airing,"Apr 5, 2020","Apr 24, 2020",Unknown,Unknown,SILVER LINK.,Light novel,"Comedy, Fantasy",School,young girl,2.0,PG-13 - Teens 13 or older,6.191,159.0,80512.0,13535,577,0,2020.0
3193,47591,Kuro Gal ni Natta kara Shinyuu to shitemita.,黒ギャルになったから親友としてみた。,Unknown,"Shion and Rui are the dream team when it comes to hitting on women. Tonight was going to be another night of hooking up with girls for Shion, but he ended up taking a strange drug. When he woke up... he'd turned into a girl?! Rui came looking for Shion, but didn't recognize him, and started hitting on him...

(Source: Suiseisha, translated)",ONA,8.0,Finished Airing,"Apr 5, 2021","May 24, 2021","Suiseisha, blackflag",Unknown,Irawias,Manga,"Boys Love, Romance, Hentai",Magical Sex Shift,Unknown,6.0,Rx - Hentai,6.141,12688.0,,3194,37065,456,2021.0
17382,32799,Tokio Heidi: Mainichi no Kodomo Uta,東京ハイジ まいにちのこどもうた,Unknown,"A series of animated music videos and short videos teaching children common everyday tasks, such as brushing teeth.",ONA,,Currently Airing,"Apr 6, 2011",Unknown,King Records,Unknown,Unknown,Music,Unknown,Music,Kids,2.0,G - All Ages,,,156202.0,17407,208,0,2011.0
13959,13433,himitsukesshatakanotsume.jp,秘密結社鷹の爪.jp,Unknown,"Eagle Talon, a secret society based in Kojimachi, Tokyo, with plans for world domination, is going nation-wide by broadcasting a new series through NHK! But that's not all, they're going world-wide with a new series on their homepage as well!",ONA,78.0,Finished Airing,"Apr 6, 2012","Apr 23, 2014",Unknown,Unknown,DLE,Unknown,Comedy,"Parody, Super Power",Unknown,5.0,PG-13 - Teens 13 or older,,,184072.0,13978,499,0,2012.0
15585,33922,"Taka no Tsume-dan, Toyama",鷹の爪団、富山,Unknown,A crossover of Kaette Kite yoo Toyama kara with Himitsukessha Taka no Tsume as they explore more of Toyama city.,ONA,,Currently Airing,"Apr 6, 2016",Unknown,Unknown,Unknown,DLE,Original,Comedy,Unknown,Unknown,4.0,G - All Ages,,,154062.0,15608,325,1,2016.0
15888,40202,Kamo ga Suki,鴨が好き,I Like Ducks,"One sunny afternoon, a middle-aged man goes on a walk to feed some ducks.",ONA,1.0,Finished Airing,"Apr 6, 2017",Not Available,Unknown,Unknown,Unknown,Original,"Avant Garde, Comedy",Unknown,Unknown,7.0,G - All Ages,5.691,168.0,104312.0,15912,304,0,2017.0
4613,35369,Seikaisuru Kado: Ninovo,正解するカ ド ニノヴォ,KADO The Right Answer - Ninovo,Episode 0 of Seikaisuru Kado premiering on Amazon Prime.,ONA,1.0,Finished Airing,"Apr 6, 2017",Not Available,Unknown,Funimation,Toei Animation,Original,Sci-Fi,Adult Cast,Unknown,23.0,PG-13 - Teens 13 or older,6.681,9382.0,54142.0,4618,17113,4,2017.0
16738,42168,BIGOTRE Capture Mission,BIGOTRE Capture Mission,Unknown,Web commercials for Tokyo handbag company BIGOTRE that were posted on their official Instagram account. The commercials simulate mission briefings for a fictitious video game where players capture specific handbags in the SS20 (Spring/Summer 2020) BIGOTRE lookbook lineup.,ONA,3.0,Finished Airing,"Apr 6, 2020","May 30, 2020",Unknown,Unknown,Unknown,Original,Unknown,Video Game,Unknown,26.0,G - All Ages,,,170902.0,16763,244,0,2020.0
3161,39049,Jashin-chan Dropkick',邪神ちゃんドロップキック'（ダッシュ）,Dropkick on My Devil!! Dash,"Jashin-chan is a demon who was summoned by Yurine Hanazono, a gothic looking girl. Unable to return home as the relevant spell was not included in the summoning grimoire, Jashin-chan resorts to violence to liberate herself from her earthly shackles.

However, this is easier said than done, as Yurine is no weakling herself. She in fact possesses formidable physical power and uses it to massacre Jashin-chan in a variety of ways, be it shoving her arm in a blender, spreading her intestines across the room or even cooking her. Though these actions would be fatal to anyone without the ability to regenerate, Jashin-chan isn't exactly undeserving of this treatment. Stuck with each other, Yurine lets Jashin-chan live with her in exchange for work around the apartment, and this cohabitation results in situations where, more often than not, Jashin-chan ends up in pieces. 

[Written by MAL Rewrite]",ONA,11.0,Finished Airing,"Apr 6, 2020",Not Available,"BookLive, ibis Capital Partners, Global Solutions",Unknown,Nomad,Web manga,"Comedy, Supernatural",Unknown,Unknown,23.0,PG-13 - Teens 13 or older,7.451,15462.0,18492.0,3163,37963,94,2020.0
