Title,Japanese,Type,Studios,Start_Aired,Source,Popularity,Score,Members,Favorites,Genres
Kaumori,かうもり,Movie,Unknown,1930-01-01,Original,11038,5.391,1398,1,Drama
Oira no Yakyuu,おい等の野球,Movie,Unknown,1930-03-01,Original,10362,5.361,1826,0,Sports
Oira no Ski,おい等のスキー,Movie,Unknown,1930-03-07,Original,12174,5.121,917,0,"Comedy, Sports"
Entotsuya Peroo,煙突屋ペロー,Movie,Unknown,1930-04-13,Original,13825,5.401,525,0,Unknown
Osekisho,お関所,Movie,Unknown,1930-05-20,Original,14020,4.571,493,0,Unknown
Mura Matsuri,村祭り,Movie,Unknown,1930-10-14,Original,9824,4.921,2193,1,Unknown
Chameko no Ichinichi,茶目子の一日,Movie,Unknown,1931-01-01,Original,11785,4.821,1053,0,Comedy
Kuro Nyago,黒ニャゴ,Movie,Unknown,1931-01-01,Original,8726,5.361,3267,6,Fantasy
Denshin Denrei Denwa,電信 電鈴 電話,Movie,Unknown,1931-01-01,Original,15174,5.431,361,0,Unknown
Manga Revue Haru,漫画レビュー 春,Movie,Unknown,1931-01-01,Original,14573,5.131,418,0,Unknown
Nezumi no Rusuban,鼠の留守番,Movie,Unknown,1931-01-01,Original,11599,4.481,1125,0,Action
Urashima Tarou (1931),浦島太郎,Movie,Unknown,1931-01-01,Other,10025,4.511,2055,1,Action
Zhi Ren Dao Luan Ji,纸人捣乱记,Movie,Unknown,1931-01-01,Original,20110,,50,0,Comedy
Doubutsu Sumo Taikai,動物相撲大会,Movie,Unknown,1931-01-01,Original,11522,4.671,1157,0,Action
Chou no Sainan,蝶のさいなん,Movie,Unknown,1931-01-01,Original,11500,5.291,1166,0,Action
San-biki no Koguma-san,三匹の小熊さん,Movie,Unknown,1931-01-01,Original,14694,4.851,405,0,Unknown
Haru no Uta,春の唄,Movie,Unknown,1931-01-01,Original,10953,4.471,1446,1,Unknown
Ahiru no Otegara,アヒルのお手柄,Movie,Unknown,1931-01-01,Original,10626,5.131,1656,2,Adventure
Kokoro no Chikara,心の力,Movie,Unknown,1931-01-01,Unknown,13412,5.151,603,0,"Adventure, Romance"
Ookami wa Ookami da,狼は狼だ,Movie,Unknown,1931-01-01,Original,14290,5.281,452,0,Fantasy
Misemono Kenbutsu,見世物見物,Movie,Unknown,1931-01-01,Original,14721,4.801,403,0,Unknown
Ameya Tanuki,あめやたぬき,Movie,Unknown,1931-01-01,Original,14395,4.611,439,0,Comedy
Goichi Jiisan,五一ぢいさん,Movie,Unknown,1931-01-01,Original,15786,5.381,312,0,Fantasy
Saru Masamune,猿正宗,Movie,Unknown,1931-01-01,Original,10717,5.401,1593,0,Adventure
Nonsense Monogatari Dai Ippen: Sarugashima,難船ス物語 第一篇 猿ケ島,Movie,Unknown,1931-02-10,Original,12164,5.101,920,0,Adventure
Kokka Kimigayo,国歌 君か代,Movie,Unknown,1931-05-01,Original,10377,4.811,1815,0,Unknown
Tanukichi no Ohanashi,タヌ吉のお話,Movie,Unknown,1931-05-28,Original,16103,,292,1,Fantasy
Sora no Momotarou,空の桃太郎,Movie,Unknown,1931-10-01,Original,11219,5.051,1312,0,"Adventure, Comedy"
Rekkoku Rikugun,漫画の列国陸軍,Movie,Unknown,1932-01-01,Original,15144,4.901,365,0,Unknown
Tonpei to Sarukichi,豚平と猿吉,Movie,Unknown,1932-01-01,Original,14293,5.451,452,1,Unknown
Nyago Dance,ニヤゴダンス,Movie,Unknown,1932-01-01,Original,15266,4.771,353,1,Unknown
Dankichi-jima no Olympic Taikai,ダン吉島のオリムピック大会,Movie,Unknown,1932-01-01,Original,11208,4.291,1315,0,"Action, Sports"
Kyoudai Koguma,兄弟こぐま,Movie,Unknown,1932-01-01,Unknown,15064,5.291,371,0,Adventure
Doubutsu Mura no Sports Day,動物村のスポーツデー,Movie,Unknown,1932-01-01,Original,11944,5.021,991,2,"Action, Sports"
Ahiru no Ko,あひるの子,Movie,Unknown,1932-01-01,Book,13532,5.771,576,0,Unknown
Felix no Meitantei,FELIXノ迷探偵,Movie,Unknown,1932-01-01,Original,13849,4.701,523,1,Mystery
Suzumi-bune,すヾみ舟,Movie,Unknown,1932-01-01,Original,14506,,425,0,Hentai
Umi no Momotarou,海の桃太郎,Movie,Unknown,1932-01-26,Original,11153,4.641,1338,0,Unknown
Ooatari Sora no Entaku,大当り空の円タク,Movie,Unknown,1932-10-22,Original,11758,5.051,1063,0,Comedy
Kekkaku Yobou,結核豫防,Movie,Unknown,1933-01-01,Original,15062,5.401,372,0,Drama
Sankou to Tako: Hyakumanryou Chinsoudou,三公と蛸～百万両珍騒動～,Movie,Unknown,1933-01-01,Original,12993,5.101,701,0,Action
Hyaku-nengo no Aru Hi,百年後の或る日,Movie,Unknown,1933-01-01,Original,14729,5.431,402,0,"Sci-Fi, Supernatural"
Kamishibai Itazura Tanuki no Maki,紙芝居 いたづら狸の卷,Movie,Unknown,1933-01-01,Other,14102,5.521,478,0,"Action, Supernatural"
Shoujouji no Tanuki-bayashi,證城寺の狸囃子,Movie,Unknown,1933-01-01,Original,12072,4.741,946,0,Unknown
Yoshichirou no Keirei,與七郎の敬禮,Movie,Unknown,1933-01-01,Original,15147,5.261,364,0,Unknown
Kaitei no Boukun,海底の暴君,Movie,Unknown,1933-01-01,Original,12035,4.401,953,1,Adventure
Norakuro Shoui: Nichiyoubi no Kaijiken,のらくろ少尉～日曜日の怪事件～,Movie,Unknown,1933-01-01,Manga,12126,4.761,931,0,Action
Hibari no Yadogae,雲雀の宿替,Movie,Unknown,1933-01-31,Original,11479,4.791,1177,0,Action
Kaeru San Yuushi,蛙三勇士,Movie,Unknown,1933-02-28,Original,12552,4.461,808,0,"Adventure, Comedy"
Chikara to Onna no Yo no Naka,力と女の世の中,Movie,Unknown,1933-04-13,Original,13632,,559,1,Unknown
Norakuro Nitouhei: Enshuu no Maki,のらくろ二等兵 演習の巻,Movie,Unknown,1933-06-14,Manga,12102,4.981,936,1,Adventure
Norakuro Nitouhei: Kyouren no Maki,のらくろ二等兵 教練の巻,Movie,Unknown,1933-06-14,Manga,11919,4.931,1002,0,"Action, Adventure"
Numa no Taishou,沼の大将,Movie,Unknown,1933-11-17,Original,13343,4.881,619,0,"Adventure, Comedy"
Osaru no Tairyou,お猿の大漁,Movie,Unknown,1933-12-01,Original,13518,5.131,581,0,Slice of Life
Ugokie Kori no Tatehiki,動絵狐狸達引,Movie,Unknown,1933-12-31,Original,11235,5.611,1302,1,"Comedy, Supernatural"
Bouken Dankichi: Hyouryuu no Maki,冒険ダン吉～漂流の巻～,Movie,Unknown,1934-01-01,Original,11939,4.301,992,0,Adventure
Garandou no Taiko,ガランドウの太鼓,Movie,Unknown,1934-01-01,Other,19700,,60,0,Action
Kamishibai Kintarou no Maki,紙芝居 金太郎の卷,Movie,Unknown,1934-01-01,Other,14042,5.011,490,0,Fantasy
Dekobou no Jidousha Ryokou,凸坊の自動車旅行,Movie,Unknown,1934-01-01,Original,11070,4.091,1382,1,Adventure
Norakuro Gochou,のらくろ伍長,Movie,Unknown,1934-03-09,Manga,11705,5.001,1083,0,Adventure
Adauchi Karasu,仇討からす,Movie,Unknown,1934-03-20,Unknown,15401,,342,0,Unknown
Osaru no Sankichi: Totsugeki-tai,お猿の三吉 突撃隊,Movie,Unknown,1934-03-24,Original,11446,4.581,1200,0,Unknown
Omocha Bako Series Dai 3 Wa: Ehon 1936-nen,オモチャ箱シリーズ第3話 絵本1936年,Movie,Unknown,1934-04-13,Other,11268,4.631,1287,2,Fantasy
Genroku Koi Moyou: Sankichi to Osayo,元禄恋模様 三吉とおさよ,Movie,Unknown,1934-06-23,Original,12710,4.811,765,1,"Adventure, Romance"
Tengu Taiji,天狗退治,Movie,Unknown,1934-06-26,Original,11484,5.021,1173,0,Comedy
Ponsuke no Haru,ポン助の春,Movie,Unknown,1934-08-01,Original,13240,5.131,642,0,Comedy
Kachikachi Yama: Umi Yama-hen,カチカチ山（海・山篇）,Movie,Unknown,1934-08-08,Other,15756,,314,0,Fantasy
Tsuki no Miya no Oujo-sama,月の宮の王女様,Movie,Unknown,1934-10-25,Original,14203,5.331,464,1,Unknown
Propagate,PROPAGATE(開花),Movie,Unknown,1935-01-01,Original,13655,4.651,555,0,Avant Garde
Fei Lai Fu,飛來福,Movie,Unknown,1935-01-01,Original,20070,,50,0,Unknown
Rhythm,RHYTHM(リズム),Movie,Unknown,1935-01-01,Original,14123,4.601,475,0,Avant Garde
Inaba no Kuni no Usagi-san,いなばの国の兎さん,Movie,Unknown,1935-01-01,Original,15087,5.151,369,0,Adventure
Shoujouji no Tanuki-bayashi Ban Danemon,證城寺の狸囃子 塙団右衛門,Movie,Unknown,1935-01-01,Original,11173,5.091,1331,1,Supernatural
An Expression,AN EXPRESSION(表現),Movie,Unknown,1935-01-01,Original,12613,4.321,794,0,Avant Garde
Di Kang,抵抗,Movie,Unknown,1935-01-01,Original,20067,,50,0,Unknown
Luotuo Xian Wu,駱駝獻舞,Movie,Unknown,1935-01-01,Other,19644,,64,0,Fantasy
Hinomaru Hatanosuke: Inazuma-gumi Tobatsu no Maki,日の丸旗之助～稲妻組討伐の巻～,Movie,Unknown,1935-01-01,Original,12112,4.611,934,0,Action
Norakuro Ittouhei,のらくろ一等兵,Movie,Unknown,1935-01-01,Manga,14798,5.231,396,0,Unknown
Norakuro Nitouhei,のらくろ二等兵,Movie,Unknown,1935-01-01,Manga,14650,5.521,409,0,Unknown
Hinomaru Hatanosuke: Bakemonoyashiki no Maki,日の丸旗之助～化物屋敷の巻～,Movie,Unknown,1935-01-01,Original,11724,4.711,1076,1,Supernatural
Chagama Ondo,茶釜音頭,Movie,Unknown,1935-03-19,Original,11678,4.901,1094,0,"Comedy, Supernatural"
Taa-chan no Kaitei Ryokou,ターチャンの海底旅行,Movie,Unknown,1935-03-26,Original,11499,4.411,1168,0,Adventure
Issunboushi: Chibisuke Monogatari,一寸法師〜ちび助物語,Movie,Unknown,1935-05-08,Original,11714,5.001,1079,0,Action
Umi no Mizu wa Naze Karai,海の水はなぜからい,Movie,Unknown,1935-09-12,Original,11408,5.651,1217,1,Unknown
Ari to Kaeru,蟻と蛙,Movie,Unknown,1935-09-16,Original,16460,,265,1,Unknown
Ninjutsu Hinotama Kozou: Edo no Maki,忍術火の玉小僧～江戸の巻～,Movie,Unknown,1935-11-09,Original,11421,4.001,1212,0,Action
Yowamushi Chinsengumi,弱虫珍選組,Movie,Unknown,1935-11-20,Original,15369,,346,0,Comedy
Chinkoroheibei Tamatebako,ちんころ平平玉手箱,Movie,Unknown,1936-01-01,Original,12464,5.121,832,0,"Comedy, Fantasy"
Hinomaru Tarou: Musha Shugyou no Maki,日の丸太郎～武者修行の巻～,Movie,Unknown,1936-01-01,Original,12561,4.771,805,0,Action
Suzume no Oyado,雀のお宿,Movie,Unknown,1936-01-01,Unknown,12857,5.191,730,0,Fantasy
Maabou no Daikyousou,マー坊の大競争,Movie,Unknown,1936-01-01,Original,11833,4.571,1037,0,"Comedy, Sports"
Ohi-sama to Kaeru,お日様と蛙,Movie,Unknown,1936-01-01,Original,12493,4.371,823,0,Comedy
Oira no Hijouji,おいらの非常時,Movie,Unknown,1936-01-01,Original,14246,5.021,458,0,Unknown
Kagi wo Hitsu Kushita Yamabiko,鈎を失くした山彦,Movie,Unknown,1936-01-01,Other,19969,,53,0,"Adventure, Fantasy"
Osaru no Kantai,お猿の艦隊,Movie,Unknown,1936-01-01,Original,11540,4.531,1147,0,Unknown
Furudera no Obake-soudou,古寺のおばけ騒動,Movie,Unknown,1936-01-01,Original,11912,5.081,1005,0,"Action, Adventure"
Izakaya no Ichiya,居酒屋の一夜,Movie,Unknown,1936-06-06,Original,11962,5.191,983,0,Action
Shinsetsu Kachikachi Yama,新説カチカチ山,Movie,Unknown,1936-11-01,Original,12974,5.011,706,0,"Action, Fantasy"
Katsura Hime,かつら姫,Movie,Unknown,1937-01-01,Original,13102,5.121,671,0,"Action, Comedy"
Maabou no Shounen Koukuu Tsuwamono,マー坊の少年航空兵,Movie,Unknown,1937-10-27,Original,15115,,365,1,Unknown
Tekusuke Monogatari,テク助物語,Movie,Unknown,1938-01-01,Original,15197,5.281,360,0,Unknown
Sora no Arawashi,空の荒鷲,Movie,Unknown,1938-04-20,Original,15657,,322,0,"Action, Drama"
Maabou no Kinoshita Toukichirou,マー坊の木下藤吉郎,Movie,Unknown,1938-12-05,Original,11508,5.001,1162,0,Unknown
Kachikachi Yama (1939),カチカチ山,Movie,Unknown,1939-01-01,Other,18031,,171,0,Fantasy
Oyoge ya Oyoge,泳げや泳げ,Movie,Unknown,1939-01-01,Original,12837,4.941,734,1,Sports
Shin Saru Kani Gassen,新猿蟹合戦,Movie,Unknown,1939-01-01,Other,13519,5.071,581,1,Drama
Ahiru Rikusentai,あひる陸戰隊,Movie,Unknown,1940-01-01,Original,11842,5.051,1032,3,Action
Kachikachi Yama (1940),カチカチ山,Movie,Unknown,1940-01-05,Other,15789,,312,0,Fantasy
Ochou Fujin no Gensou,お蝶夫人の幻想,Movie,Unknown,1940-05-16,Other,12419,5.591,847,0,Drama
Kintarou Taiiku Nikki,キンタロー体育日記,Movie,Unknown,1940-09-19,Original,13483,5.191,587,1,Comedy
Namake Gitsune,なまけぎつね,Movie,Unknown,1941-01-01,Unknown,15416,5.241,341,0,Unknown
Ari-chan,アリチャン,Movie,Unknown,1941-01-01,Original,12445,5.221,840,0,Comedy
Doubutsu Tonarigumi,動物となり組,Movie,Unknown,1941-01-01,Original,14888,5.181,388,0,Comedy
Tie Shan Gongzhu,鐵扇公主,Movie,Unknown,1941-01-01,Other,11870,5.361,1019,0,"Action, Adventure, Fantasy"
Kangaroo no Tanjoubi,カンガルーの誕生日,Movie,Unknown,1941-02-01,Original,11891,5.221,1014,3,Adventure
Doubutsu Mura no Daisodou,動物村の大騒動,Movie,Unknown,1942-01-01,Original,12806,5.011,740,0,Action
Kyouryoku Boukuusen,協力防空戦,Movie,Unknown,1942-01-01,Original,15208,4.891,359,0,Action
Osaru no Sankichi: Boukuusen,お猿の三吉～防空戦～,Movie,Unknown,1942-01-01,Original,11717,4.511,1079,0,Unknown
Fuku-chan no Kishuu,フクちゃんの奇襲,Movie,Shochiku Animation Institute,1942-03-15,Other,14393,,439,0,Comedy
Spy Gekimetsu,スパイ撃滅,Movie,Unknown,1942-07-16,Original,14161,,471,0,Unknown
Momotarou no Umiwashi,桃太郎の海鷲,Movie,Unknown,1943-03-25,Original,10623,4.831,1659,0,Unknown
Kumo to Tulip,くもとちゅうりっぷ,Movie,Shochiku Animation Institute,1943-04-15,Picture book,9985,5.671,2083,0,Adventure
Fuku-chan no Zousan Butai,フクちゃんの増産部隊,Movie,Shochiku Animation Institute,1943-07-01,Other,15203,,359,1,Comedy
Malay Oki Kaisen,マレー沖海戦,Movie,Unknown,1943-11-26,Original,13867,5.201,519,1,Unknown
Fuku-chan no Sensuikan,フクちゃんの潜水艦,Movie,Shochiku Animation Institute,1944-11-09,Other,12785,4.941,745,0,Comedy
Momotarou: Umi no Shinpei,桃太郎 海の神兵,Movie,Shochiku Animation Institute,1945-04-12,Original,9606,5.121,2382,6,Action
Mahou no Pen,魔法のペン,Movie,Unknown,1946-01-01,Original,14420,5.391,434,0,Unknown
Kumo no Ito,蜘蛛の糸,Movie,Unknown,1946-01-01,Unknown,11672,5.371,1095,1,Fantasy
Sakura,桜（春の幻想）,Movie,Unknown,1946-01-01,Original,11965,5.211,983,1,Fantasy
Yuki no Yoru no Yume,雪の夜の夢,Movie,Unknown,1947-01-01,Music,14126,5.291,474,0,Drama
Huangdi Meng,皇帝梦,Movie,Unknown,1947-01-01,Unknown,20076,,50,0,Unknown
Muku no Ki no Hanashi,ムクの木の話,Movie,Unknown,1947-09-25,Original,14819,5.441,394,2,Unknown
Suteneko Tora-chan,すて猫トラちゃん,Movie,Unknown,1947-09-25,Original,10902,5.691,1479,1,Unknown
Kuma ni Kuwarenu Otoko,熊に喰われぬ男,Movie,Unknown,1948-01-01,Original,12972,5.011,705,0,Adventure
Kitsune to Circus,きつねとサーカス,Movie,Unknown,1948-01-01,Original,14679,5.151,407,1,Comedy
Wengzhong  Zhuobie,瓮中捉鱉,Movie,Unknown,1948-01-01,Other,19718,,60,0,Unknown
Kachikachi Yama no Shouboutai,カチカチ山の消防隊,Movie,Unknown,1948-02-01,Music,14837,,393,1,Comedy
Tora-chan to Hanayome,トラちゃんと花嫁,Movie,Unknown,1948-02-01,Original,11485,5.551,1174,2,Drama
Poppoya-san: Nonki Ekichou,ポッポやさん のんき駅長,Movie,Unknown,1948-10-01,Original,16347,,274,0,Unknown
Poppoya-san: Nonki Kikanshi,ポッポやさん のんき機関士,Movie,Unknown,1949-06-01,Original,16661,,251,0,Unknown
Kitsune no Home Run Ou,きつねのホームラン王,Movie,Unknown,1949-09-01,Original,13829,5.001,525,1,Sports
Ousama no Shippo,王様のしっぽ,Movie,Unknown,1949-10-01,Original,14775,,397,0,Fantasy
Gulliver Funtouki,ガリヴァー奮闘記,Movie,Unknown,1950-01-01,Book,12916,5.101,718,1,Adventure
Xiexie Xiaohua Mao,谢谢小花猫,Movie,Shanghai Animation Film Studio,1950-01-01,Original,19425,,79,0,Unknown
Tora-chan no Kankan Mushi,トラちゃんのカンカン虫,Movie,Unknown,1950-01-01,Original,12436,5.091,842,0,Drama
Kobito to Ao Mushi,小人と青虫,Movie,Unknown,1950-12-01,Original,16236,,283,1,Unknown
Seisho Gensou Fu: Adam to Eve,聖書幻想譜 アダムとイブ,Movie,Unknown,1951-01-01,Original,16634,,253,0,Unknown
Xiao Tiezhu,小铁柱,Movie,Shanghai Animation Film Studio,1951-01-01,Unknown,19720,,60,0,Unknown
Ponsuke no Udekurabe,ポン助の腕くらべ,Movie,Unknown,1951-02-01,Original,15101,,366,1,Action
Urashima Tarou (1952),浦島太郎,Movie,Unknown,1952-01-01,Other,15453,,339,0,Unknown
Xiaomao Diaoyu,小猫钓鱼,Movie,Shanghai Animation Film Studio,1952-01-01,Original,19781,,58,0,Unknown
Dangobei Torimonochou: Hirake - Goma no Maki,団子兵衛捕物帖 開け―ごまの巻,Movie,Unknown,1952-01-01,Original,14106,5.221,477,2,"Action, Adventure, Comedy"
Kujira (1952),くじら,Movie,Unknown,1952-12-01,Original,11370,5.031,1238,1,Fantasy
Xiao Xiao Ying Xiong,小小英雄,Movie,Shanghai Animation Film Studio,1953-01-01,Unknown,20212,,48,0,Unknown
Cai Mogu,采蘑菇,Movie,Shanghai Animation Film Studio,1953-01-01,Original,19320,,87,0,Unknown
Mori no Ongakukai,森の音楽会,Movie,Unknown,1953-03-01,Original,14578,,416,0,Comedy
Hao Pengyou,好朋友,Movie,Shanghai Animation Film Studio,1954-01-01,Original,19510,,73,0,Unknown
Kuakou de Qingwa,夸口的青蛙,Movie,Shanghai Animation Film Studio,1954-01-01,Original,19514,,73,0,Unknown
Cinterrier-jou no Hanamuko,シンテリヤ嬢の花婿,Movie,Unknown,1954-01-01,Original,14882,4.941,389,1,"Comedy, Fantasy"
Xiaomei De Meng,小梅的梦,Movie,Shanghai Animation Film Studio,1954-01-01,Unknown,19928,,54,0,Unknown
Kousagi Monogatari,子うさぎものがたり,Movie,Unknown,1954-03-01,Original,16269,,280,0,Comedy
Kappa Kawatarou,かっぱ川太郎,Movie,Unknown,1954-04-01,Original,14551,5.441,420,0,Supernatural
Cuxin de Xiaopang,粗心的小胖,Movie,Shanghai Animation Film Studio,1955-01-01,Original,19804,,57,0,Unknown
Dongguo Xiansheng,東郭先生 (1955),Movie,Shanghai Animation Film Studio,1955-01-01,Other,19130,,100,1,Unknown
Yewai de Zaoyu,野外的遭遇,Movie,Shanghai Animation Film Studio,1955-01-01,Original,19456,,77,0,Unknown
Shen Bi,神筆,Movie,Shanghai Animation Film Studio,1955-01-01,Unknown,19777,,58,0,Unknown
Xiao Xiong De Lu Xing,小熊的旅行,Movie,Shanghai Animation Film Studio,1955-01-01,Unknown,19949,,53,0,Unknown
Wuya Weisheme shi Hei de,乌鸦为什么是黑的,Movie,Shanghai Animation Film Studio,1955-01-01,Original,19267,,91,0,Comedy
Ukare Violin,うかれバイオリン,Movie,Unknown,1955-10-01,Original,16473,,266,0,Fantasy
Onbu Obake,おんぶおばけ,Movie,Unknown,1955-12-26,Original,14774,,397,0,Supernatural
Go-hiki no Kozaru-tachi,五匹の子猿たち,Movie,Unknown,1956-01-01,Original,15546,5.271,330,0,Unknown
Jin Erhuan He Yin Chutou,金耳環和銀鋤頭,Movie,Shanghai Animation Film Studio,1956-01-01,Unknown,19992,,52,0,Unknown
Da Honghua,大紅花,Movie,Shanghai Animation Film Studio,1956-01-01,Unknown,19548,,70,0,Unknown
Uriko-hime to Amanojaku,瓜子姫とあまのじゃく,Movie,Unknown,1956-01-01,Original,16025,,298,0,Unknown
Jiaoao de Jiangjun,骄傲的将军,Movie,Unknown,1956-01-01,Original,14333,5.421,447,0,Drama
Pangsao Hui Niangjia,胖嫂回娘家,Movie,Shanghai Animation Film Studio,1956-01-01,Unknown,19554,,70,0,Unknown
Beer Mukashi Mukashi,ビールむかしむかし,Movie,Unknown,1956-01-01,Original,14862,5.381,390,0,Unknown
Wo Zhidao,我知道,Movie,Shanghai Animation Film Studio,1956-01-01,Other,19483,,75,0,Unknown
San Ge Linju,三个邻居,Movie,Shanghai Animation Film Studio,1956-01-01,Unknown,19715,,60,0,Unknown
Jizhi de Shanyang,机智的山羊,Movie,Shanghai Animation Film Studio,1956-01-01,Other,19329,,86,0,Unknown
Yuureisen,幽霊船,Movie,Unknown,1956-04-01,Book,10252,5.551,1900,3,Supernatural
Kuroi Kikori to Shiroi Kikori,黒いきこりと白いきこり,Movie,Unknown,1956-07-01,Original,12608,5.991,793,0,Fantasy
Kobutori (1957),こぶとり,Movie,Unknown,1957-01-01,Other,15650,5.351,323,0,Unknown
Yi Ge Xin Zu Qiu,一個新足球,Movie,Unknown,1957-01-01,Unknown,20215,,48,0,Unknown
Shuang Bao Tai,雙胞胎,Movie,Unknown,1957-01-01,Unknown,20123,,49,0,Unknown
Koneko no Rakugaki,こねこのらくがき,Movie,Toei Animation,1957-05-13,Original,10341,5.721,1838,1,Comedy
Fushigi na Taiko,ふしぎな太鼓,Movie,Unknown,1957-08-20,Other,14832,5.501,393,0,Unknown
Fukusuke,ふくすけ,Movie,Otogi Production,1957-10-29,Original,13006,5.291,698,1,Unknown
Zhu Ba Jie Chi Xi Gua,猪八戒吃西瓜,Movie,Unknown,1958-01-01,Unknown,19952,,53,0,Unknown
Bunbuku Chagama (1958),ぶんぶくちゃがま,Movie,Unknown,1958-01-01,Other,15210,5.151,358,0,Unknown
Qiang Shang De Hua,墙上的画,Movie,Shanghai Animation Film Studio,1958-01-01,Unknown,19784,,57,0,Unknown
Gu Boshi Di Xin Fa Xian,古博士的新發現,Movie,Unknown,1958-01-01,Unknown,20047,,51,0,Unknown
Guo Hou Shan,過猴山,Movie,Unknown,1958-01-01,Unknown,19987,,52,0,Unknown
San Mao Liu Lang Ji,三毛流浪记,Movie,Shanghai Animation Film Studio,1958-01-01,Unknown,19837,,56,0,Unknown
Lao Po Po De Zao Shu,老婆婆的棗樹,Movie,Shanghai Animation Film Studio,1958-01-01,Unknown,19812,,57,0,Unknown
Da Lie Ji,打獵記,Movie,Unknown,1958-01-01,Unknown,19756,,58,0,Unknown
Xiao Pengyou Men,小朋友們,Movie,Unknown,1958-01-01,Unknown,20038,,51,0,Unknown
Momoya Norihei Anime CM,桃屋のり平アニメCM,Special,Unknown,1958-01-01,Original,16192,,285,0,Comedy
Kachikachi Yama (1958),かちかち山,Movie,Unknown,1958-01-01,Other,18182,,163,0,Fantasy
Mutou Guniang,木头姑娘,Movie,Unknown,1958-01-01,Original,19580,,68,0,Fantasy
Zhao Xiao Ge Ge,找小哥哥,Movie,Unknown,1958-01-01,Unknown,19867,,55,0,Unknown
Xiao Hou Yu Bai Pang,小猴与白胖,Movie,Shanghai Animation Film Studio,1958-01-01,Unknown,20017,,52,0,Unknown
Huo Yan Shan,火焰山,Movie,Unknown,1958-01-01,Unknown,20159,,49,0,Unknown
Xiao Fa Ming Jia,小發明家,Movie,Unknown,1958-01-01,Unknown,20036,,51,0,Unknown
Mei Li De Xiao Jin Yu,美麗的小金魚,Movie,Unknown,1958-01-01,Unknown,20170,,49,0,Unknown
Xiao Li Yu Tiao Long Men,小鯉魚跳龍門,Movie,Unknown,1958-01-01,Unknown,20210,,48,0,Unknown
Shui Chang De Zui Hao,誰唱得最好,Movie,Unknown,1958-01-01,Unknown,20380,,44,0,Unknown
Si Zhi Xiao Ye Ya,四隻小野鴨,Movie,Unknown,1958-01-01,Unknown,20035,,51,0,Unknown
Koguma no Koro-chan,こぐまのコロちゃん,Movie,Unknown,1958-03-01,Other,13158,5.511,658,0,Unknown
Yumemi Douji,夢見童子,Movie,Toei Animation,1958-04-05,Original,14176,5.361,469,0,Drama
Mogura no Adventure,もぐらのアバンチュール,Special,Unknown,1958-10-15,Original,13137,4.661,663,1,Adventure
Hakujaden,白蛇伝,Movie,Toei Animation,1958-10-22,Other,7485,6.091,5141,6,"Adventure, Fantasy, Romance"
Poron Guitar,ポロンギター,Movie,Unknown,1959-01-01,Unknown,16374,,272,0,Unknown
Luo Bo Hui Lai Le,蘿蔔回來了,Movie,Unknown,1959-01-01,Unknown,20169,,49,0,Unknown
Ji Gong Dou Xi Shuai,济公斗蟋蟀,Movie,Unknown,1959-01-01,Unknown,20185,,48,0,Unknown
Gui Hou Fen Shu,猴龟分树,Movie,Unknown,1959-01-01,Unknown,20156,,49,0,Unknown
Ou-sama Ninatta Kitsune,王様になった狐,Movie,Unknown,1959-01-01,Original,16679,,250,0,Unknown
Diao Longji,雕龙记,Movie,Shanghai Animation Film Studio,1959-01-01,Other,20045,,51,0,Unknown
Yi Fu Tong Jin,一幅僮錦,Movie,Shanghai Animation Film Studio,1959-01-01,Unknown,20040,,51,0,Unknown
Bihua Li De Gushi,壁画里的故事,Movie,Shanghai Animation Film Studio,1959-01-01,Other,19814,,56,0,Unknown
San Zhi Hu Die,三只蝴蝶,Movie,Unknown,1959-01-01,Unknown,20306,,46,0,Unknown
Bu Gu Niao Jiao Chi Le,布谷鸟叫迟了,Movie,Unknown,1959-01-01,Unknown,19888,,54,0,Unknown
Mi Feng Yu Qiu Yin,蜜蜂與蚯蚓,Movie,Unknown,1959-01-01,Unknown,19887,,55,0,Unknown
Yi Zhi Xie,一只鞋,Movie,Unknown,1959-01-01,Unknown,20394,,44,0,Unknown
Inaka Nezumi to Machi Nezumi,いなかねずみとまちねずみ,Movie,Unknown,1959-01-01,Unknown,15156,5.141,363,0,Unknown
Inemuri Buu-chan,いねむりぶーちゃん,Movie,Unknown,1959-01-01,Other,17202,,219,0,Unknown
Senlin Zhi Wang,森林之王,Movie,Unknown,1959-01-01,Unknown,20378,,44,0,Unknown
Longxia,龙虾,Movie,Shanghai Animation Film Studio,1959-01-01,Unknown,19886,,55,0,Unknown
Hong Se Xin Hao,红色信号,Movie,Unknown,1959-01-01,Unknown,20362,,44,0,Unknown
Yu Tong,漁童,Movie,Unknown,1959-01-01,Other,18271,,157,0,Adventure
Hyoutan Suzume,ひょうたんすずめ,Movie,Unknown,1959-02-10,Original,13756,5.481,536,0,Fantasy
Koneko no Studio,こねこのスタジオ,Movie,Toei Animation,1959-04-09,Original,10791,5.981,1543,1,Comedy
Ari to Hato (1959),ありとはと,Movie,Gakken Eigakyoku,1959-09-05,Other,14696,5.481,404,0,Unknown
Kozaru no Buranko,こざるのぶらんこ,Movie,Unknown,1959-12-01,Picture book,15668,5.411,321,0,Unknown
